date,store_id,region,category,units_sold,unit_price,revenue,promo_flag,holiday_flag,day_of_week,is_weekend
25-07-2024,S1,North,Toys,7,30.03,210.21,0,0,3,0
26-07-2024,S1,North,Toys,10,30.45,304.5,0,0,4,0
27-07-2024,S1,North,Toys,8,30.44,243.52,0,0,5,1
28-07-2024,S1,North,Toys,10,29.91,299.1,0,0,6,1
29-07-2024,S1,North,Toys,8,30.13,241.04,0,0,0,0
30-07-2024,S1,North,Toys,10,29.58,295.8,0,0,1,0
31-07-2024,S1,North,Toys,9,30.18,271.62,0,0,2,0
01-08-2024,S1,North,Toys,9,29.81,268.29,0,0,3,0
02-08-2024,S1,North,Toys,8,30.25,242,0,0,4,0
03-08-2024,S1,North,Toys,11,30.25,332.75,0,0,5,1
04-08-2024,S1,North,Toys,10,29.67,296.7,0,0,6,1
05-08-2024,S1,North,Toys,10,30.11,301.1,0,0,0,0
06-08-2024,S1,North,Toys,11,29.82,328.02,0,0,1,0
07-08-2024,S1,North,Toys,12,29.97,359.64,0,0,2,0
08-08-2024,S1,North,Toys,9,30.24,272.16,0,0,3,0
09-08-2024,S1,North,Toys,8,29.66,237.28,0,0,4,0
10-08-2024,S1,North,Toys,12,29.41,352.92,0,0,5,1
11-08-2024,S1,North,Toys,14,30.35,424.9,0,0,6,1
12-08-2024,S1,North,Toys,9,29.64,266.76,0,0,0,0
13-08-2024,S1,North,Toys,10,30.5,305,0,0,1,0
14-08-2024,S1,North,Toys,11,30.25,332.75,0,0,2,0
15-08-2024,S1,North,Toys,10,29.66,296.6,0,0,3,0
16-08-2024,S1,North,Toys,11,29.41,323.51,0,0,4,0
17-08-2024,S1,North,Toys,12,30.34,364.08,0,0,5,1
18-08-2024,S1,North,Toys,16,29.81,476.96,0,0,6,1
19-08-2024,S1,North,Toys,11,29.61,325.71,0,0,0,0
20-08-2024,S1,North,Toys,12,29.81,357.72,0,0,1,0
21-08-2024,S1,North,Toys,9,30.32,272.88,0,0,2,0
22-08-2024,S1,North,Toys,10,29.52,295.2,0,0,3,0
23-08-2024,S1,North,Toys,13,29.48,383.24,0,0,4,0
24-08-2024,S1,North,Toys,14,30.53,427.42,0,0,5,1
25-08-2024,S1,North,Toys,14,30.33,424.62,0,0,6,1
26-08-2024,S1,North,Toys,10,30.12,301.2,0,0,0,0
27-08-2024,S1,North,Toys,14,29.54,413.56,0,0,1,0
28-08-2024,S1,North,Toys,14,30.4,425.6,0,0,2,0
29-08-2024,S1,North,Toys,14,30.47,426.58,0,0,3,0
30-08-2024,S1,North,Toys,16,30.24,483.84,0,0,4,0
31-08-2024,S1,North,Toys,16,29.99,479.84,0,0,5,1
01-09-2024,S1,North,Toys,14,29.47,412.58,0,0,6,1
02-09-2024,S1,North,Toys,14,29.43,412.02,0,0,0,0
03-09-2024,S1,North,Toys,17,30.51,518.67,0,0,1,0
04-09-2024,S1,North,Toys,17,25.11,426.87,1,0,2,0
05-09-2024,S1,North,Toys,14,29.84,417.76,0,0,3,0
06-09-2024,S1,North,Toys,14,30.56,427.84,0,0,4,0
07-09-2024,S1,North,Toys,14,30.09,421.26,0,0,5,1
08-09-2024,S1,North,Toys,19,29.97,569.43,0,0,6,1
09-09-2024,S1,North,Toys,16,30.43,486.88,0,0,0,0
10-09-2024,S1,North,Toys,17,29.75,505.75,0,0,1,0
11-09-2024,S1,North,Toys,15,29.55,443.25,0,0,2,0
12-09-2024,S1,North,Toys,16,30.47,487.52,0,0,3,0
13-09-2024,S1,North,Toys,18,30.53,549.54,0,0,4,0
14-09-2024,S1,North,Toys,20,29.85,597,0,0,5,1
15-09-2024,S1,North,Toys,18,30.15,542.7,0,0,6,1
16-09-2024,S1,North,Toys,15,30.07,451.05,0,0,0,0
17-09-2024,S1,North,Toys,18,30.25,544.5,0,0,1,0
18-09-2024,S1,North,Toys,17,30.13,512.21,0,0,2,0
19-09-2024,S1,North,Toys,16,30.54,488.64,0,0,3,0
20-09-2024,S1,North,Toys,15,30.01,450.15,0,0,4,0
21-09-2024,S1,North,Toys,20,29.5,590,0,0,5,1
22-09-2024,S1,North,Toys,25,25.06,626.5,1,0,6,1
23-09-2024,S1,North,Toys,27,25.59,690.93,1,0,0,0
24-09-2024,S1,North,Toys,18,29.76,535.68,0,0,1,0
25-09-2024,S1,North,Toys,17,29.94,508.98,0,0,2,0
26-09-2024,S1,North,Toys,16,30.52,488.32,0,0,3,0
27-09-2024,S1,North,Toys,18,29.85,537.3,0,0,4,0
28-09-2024,S1,North,Toys,22,30.12,662.64,0,0,5,1
29-09-2024,S1,North,Toys,21,30.02,630.42,0,0,6,1
30-09-2024,S1,North,Toys,18,29.74,535.32,0,0,0,0
01-10-2024,S1,North,Toys,19,30.38,577.22,0,0,1,0
02-10-2024,S1,North,Toys,22,29.58,650.76,0,0,2,0
03-10-2024,S1,North,Toys,15,29.48,442.2,0,0,3,0
04-10-2024,S1,North,Toys,18,29.77,535.86,0,0,4,0
05-10-2024,S1,North,Toys,23,30.02,690.46,0,0,5,1
06-10-2024,S1,North,Toys,28,30.19,845.32,0,0,6,1
07-10-2024,S1,North,Toys,21,30.13,632.73,0,0,0,0
08-10-2024,S1,North,Toys,18,29.9,538.2,0,0,1,0
09-10-2024,S1,North,Toys,14,30.41,425.74,0,0,2,0
10-10-2024,S1,North,Toys,17,30.47,517.99,0,0,3,0
11-10-2024,S1,North,Toys,22,30.43,669.46,0,0,4,0
12-10-2024,S1,North,Toys,33,29.73,981.09,0,0,5,1
13-10-2024,S1,North,Toys,26,30.26,786.76,0,0,6,1
14-10-2024,S1,North,Toys,17,29.43,500.31,0,0,0,0
15-10-2024,S1,North,Toys,23,30.3,696.9,0,0,1,0
16-10-2024,S1,North,Toys,23,29.9,687.7,0,0,2,0
17-10-2024,S1,North,Toys,20,30.09,601.8,0,0,3,0
18-10-2024,S1,North,Toys,18,30.33,545.94,0,0,4,0
19-10-2024,S1,North,Toys,25,29.92,748,0,0,5,1
20-10-2024,S1,North,Toys,27,30.19,815.13,0,0,6,1
21-10-2024,S1,North,Toys,21,29.77,625.17,0,0,0,0
22-10-2024,S1,North,Toys,19,30.22,574.18,0,0,1,0
23-10-2024,S1,North,Toys,19,29.47,559.93,0,0,2,0
24-10-2024,S1,North,Toys,20,29.5,590,0,0,3,0
25-10-2024,S1,North,Toys,24,30.45,730.8,0,0,4,0
26-10-2024,S1,North,Toys,27,30.24,816.48,0,0,5,1
27-10-2024,S1,North,Toys,32,30.07,962.24,0,0,6,1
28-10-2024,S1,North,Toys,22,30.03,660.66,0,0,0,0
29-10-2024,S1,North,Toys,25,29.98,749.5,0,0,1,0
30-10-2024,S1,North,Toys,25,29.6,740,0,0,2,0
31-10-2024,S1,North,Toys,22,29.58,650.76,0,0,3,0
01-11-2024,S1,North,Toys,29,29.63,859.27,0,0,4,0
02-11-2024,S1,North,Toys,33,29.87,985.71,0,0,5,1
03-11-2024,S1,North,Toys,34,29.94,1017.96,0,0,6,1
04-11-2024,S1,North,Toys,26,30.53,793.78,0,0,0,0
05-11-2024,S1,North,Toys,23,30.08,691.84,0,0,1,0
06-11-2024,S1,North,Toys,29,30.23,876.67,0,0,2,0
07-11-2024,S1,North,Toys,27,29.83,805.41,0,0,3,0
08-11-2024,S1,North,Toys,34,25.21,857.14,1,0,4,0
09-11-2024,S1,North,Toys,32,30.19,966.08,0,0,5,1
10-11-2024,S1,North,Toys,33,30.14,994.62,0,0,6,1
11-11-2024,S1,North,Toys,24,30.44,730.56,0,0,0,0
12-11-2024,S1,North,Toys,28,29.83,835.24,0,0,1,0
13-11-2024,S1,North,Toys,25,29.71,742.75,0,0,2,0
14-11-2024,S1,North,Toys,26,30.08,782.08,0,0,3,0
15-11-2024,S1,North,Toys,22,30.11,662.42,0,0,4,0
16-11-2024,S1,North,Toys,32,29.78,952.96,0,0,5,1
17-11-2024,S1,North,Toys,35,30.21,1057.35,0,0,6,1
18-11-2024,S1,North,Toys,26,29.83,775.58,0,0,0,0
19-11-2024,S1,North,Toys,31,30.55,947.05,0,0,1,0
20-11-2024,S1,North,Toys,26,29.7,772.2,0,0,2,0
21-11-2024,S1,North,Toys,27,29.88,806.76,0,0,3,0
22-11-2024,S1,North,Toys,41,25.71,1054.11,1,0,4,0
23-11-2024,S1,North,Toys,21,30.08,631.68,0,0,5,1
24-11-2024,S1,North,Toys,28,29.58,828.24,0,0,6,1
25-11-2024,S1,North,Toys,30,29.42,882.6,0,0,0,0
26-11-2024,S1,North,Toys,25,29.73,743.25,0,0,1,0
27-11-2024,S1,North,Toys,28,30.53,854.84,0,0,2,0
28-11-2024,S1,North,Toys,87,30.13,2621.31,0,1,3,0
29-11-2024,S1,North,Toys,83,30.33,2517.39,0,1,4,0
30-11-2024,S1,North,Toys,32,30.09,962.88,0,0,5,1
01-12-2024,S1,North,Toys,34,30.25,1028.5,0,0,6,1
02-12-2024,S1,North,Toys,57,29.84,1700.88,0,1,0,0
03-12-2024,S1,North,Toys,22,29.6,651.2,0,0,1,0
04-12-2024,S1,North,Toys,21,29.43,618.03,0,0,2,0
05-12-2024,S1,North,Toys,27,30.36,819.72,0,0,3,0
06-12-2024,S1,North,Toys,23,30.59,703.57,0,0,4,0
07-12-2024,S1,North,Toys,37,30.52,1129.24,0,0,5,1
08-12-2024,S1,North,Toys,26,29.6,769.6,0,0,6,1
09-12-2024,S1,North,Toys,29,29.51,855.79,0,0,0,0
10-12-2024,S1,North,Toys,45,25.82,1161.9,1,0,1,0
11-12-2024,S1,North,Toys,26,30.01,780.26,0,0,2,0
12-12-2024,S1,North,Toys,25,30.04,751,0,0,3,0
13-12-2024,S1,North,Toys,28,29.84,835.52,0,0,4,0
14-12-2024,S1,North,Toys,32,29.45,942.4,0,0,5,1
15-12-2024,S1,North,Toys,34,29.89,1016.26,0,0,6,1
16-12-2024,S1,North,Toys,20,29.73,594.6,0,0,0,0
17-12-2024,S1,North,Toys,30,25.62,768.6,1,0,1,0
18-12-2024,S1,North,Toys,22,30.26,665.72,0,0,2,0
19-12-2024,S1,North,Toys,29,30.07,872.03,0,0,3,0
20-12-2024,S1,North,Toys,62,29.94,1856.28,0,1,4,0
21-12-2024,S1,North,Toys,83,30.35,2519.05,0,1,5,1
22-12-2024,S1,North,Toys,80,29.45,2356,0,1,6,1
23-12-2024,S1,North,Toys,60,29.78,1786.8,0,1,0,0
24-12-2024,S1,North,Toys,48,30.24,1451.52,0,1,1,0
25-12-2024,S1,North,Toys,28,30.59,856.52,0,0,2,0
26-12-2024,S1,North,Toys,29,29.73,862.17,0,0,3,0
27-12-2024,S1,North,Toys,27,29.83,805.41,0,0,4,0
28-12-2024,S1,North,Toys,35,30.28,1059.8,0,0,5,1
29-12-2024,S1,North,Toys,33,30.04,991.32,0,0,6,1
30-12-2024,S1,North,Toys,25,29.75,743.75,0,0,0,0
31-12-2024,S1,North,Toys,30,29.65,889.5,0,0,1,0
01-01-2023,S1,North,Sports,25,54.78,1369.5,0,1,6,1
02-01-2023,S1,North,Sports,16,54.49,871.84,0,0,0,0
03-01-2023,S1,North,Sports,13,54.12,703.56,0,0,1,0
04-01-2023,S1,North,Sports,12,53.94,647.28,0,0,2,0
05-01-2023,S1,North,Sports,11,55.69,612.59,0,0,3,0
06-01-2023,S1,North,Sports,16,54.06,864.96,0,0,4,0
07-01-2023,S1,North,Sports,13,54.28,705.64,0,0,5,1
08-01-2023,S1,North,Sports,17,55.99,951.83,0,0,6,1
09-01-2023,S1,North,Sports,15,56.1,841.5,0,0,0,0
10-01-2023,S1,North,Sports,12,55.79,669.48,0,0,1,0
11-01-2023,S1,North,Sports,20,46.99,939.8,1,0,2,0
12-01-2023,S1,North,Sports,15,54.68,820.2,0,0,3,0
13-01-2023,S1,North,Sports,15,55.16,827.4,0,0,4,0
14-01-2023,S1,North,Sports,18,53.95,971.1,0,0,5,1
15-01-2023,S1,North,Sports,19,54.64,1038.16,0,0,6,1
16-01-2023,S1,North,Sports,14,55.89,782.46,0,0,0,0
17-01-2023,S1,North,Sports,13,53.98,701.74,0,0,1,0
18-01-2023,S1,North,Sports,13,55.26,718.38,0,0,2,0
19-01-2023,S1,North,Sports,13,55.08,716.04,0,0,3,0
20-01-2023,S1,North,Sports,13,54.42,707.46,0,0,4,0
21-01-2023,S1,North,Sports,16,55.01,880.16,0,0,5,1
22-01-2023,S1,North,Sports,16,55.5,888,0,0,6,1
23-01-2023,S1,North,Sports,14,54.62,764.68,0,0,0,0
24-01-2023,S1,North,Sports,12,55.16,661.92,0,0,1,0
25-01-2023,S1,North,Sports,16,55.6,889.6,0,0,2,0
26-01-2023,S1,North,Sports,15,54.64,819.6,0,0,3,0
27-01-2023,S1,North,Sports,15,54.92,823.8,0,0,4,0
28-01-2023,S1,North,Sports,16,54.66,874.56,0,0,5,1
29-01-2023,S1,North,Sports,18,54.23,976.14,0,0,6,1
30-01-2023,S1,North,Sports,16,56.09,897.44,0,0,0,0
31-01-2023,S1,North,Sports,15,54.73,820.95,0,0,1,0
01-02-2023,S1,North,Sports,17,54.16,920.72,0,0,2,0
02-02-2023,S1,North,Sports,24,46.58,1117.92,1,0,3,0
03-02-2023,S1,North,Sports,15,54.07,811.05,0,0,4,0
04-02-2023,S1,North,Sports,16,55.43,886.88,0,0,5,1
05-02-2023,S1,North,Sports,17,54.17,920.89,0,0,6,1
06-02-2023,S1,North,Sports,14,55.8,781.2,0,0,0,0
07-02-2023,S1,North,Sports,21,55.15,1158.15,0,0,1,0
08-02-2023,S1,North,Sports,15,54.8,822,0,0,2,0
09-02-2023,S1,North,Sports,17,54.18,921.06,0,0,3,0
10-02-2023,S1,North,Sports,19,47.14,895.66,1,0,4,0
11-02-2023,S1,North,Sports,18,54.95,989.1,0,0,5,1
12-02-2023,S1,North,Sports,17,54.89,933.13,0,0,6,1
13-02-2023,S1,North,Sports,18,55.32,995.76,0,0,0,0
14-02-2023,S1,North,Sports,19,55.47,1053.93,0,0,1,0
15-02-2023,S1,North,Sports,14,54.86,768.04,0,0,2,0
16-02-2023,S1,North,Sports,14,54.58,764.12,0,0,3,0
17-02-2023,S1,North,Sports,25,45.83,1145.75,1,0,4,0
18-02-2023,S1,North,Sports,21,53.99,1133.79,0,0,5,1
19-02-2023,S1,North,Sports,19,55.07,1046.33,0,0,6,1
20-02-2023,S1,North,Sports,16,55.79,892.64,0,0,0,0
21-02-2023,S1,North,Sports,15,54.78,821.7,0,0,1,0
22-02-2023,S1,North,Sports,18,55.02,990.36,0,0,2,0
23-02-2023,S1,North,Sports,18,55.9,1006.2,0,0,3,0
24-02-2023,S1,North,Sports,18,55.02,990.36,0,0,4,0
25-02-2023,S1,North,Sports,19,55.14,1047.66,0,0,5,1
26-02-2023,S1,North,Sports,22,54.45,1197.9,0,0,6,1
27-02-2023,S1,North,Sports,22,54.47,1198.34,0,0,0,0
28-02-2023,S1,North,Sports,15,54.01,810.15,0,0,1,0
01-03-2023,S1,North,Sports,16,56.07,897.12,0,0,2,0
02-03-2023,S1,North,Sports,22,46.05,1013.1,1,0,3,0
03-03-2023,S1,North,Sports,20,55.39,1107.8,0,0,4,0
04-03-2023,S1,North,Sports,22,54.55,1200.1,0,0,5,1
05-03-2023,S1,North,Sports,26,55.5,1443,0,0,6,1
06-03-2023,S1,North,Sports,19,55.37,1052.03,0,0,0,0
07-03-2023,S1,North,Sports,15,55.31,829.65,0,0,1,0
08-03-2023,S1,North,Sports,22,55.7,1225.4,0,0,2,0
09-03-2023,S1,North,Sports,18,55.82,1004.76,0,0,3,0
10-03-2023,S1,North,Sports,16,54.4,870.4,0,0,4,0
11-03-2023,S1,North,Sports,19,54.77,1040.63,0,0,5,1
12-03-2023,S1,North,Sports,22,54.29,1194.38,0,0,6,1
13-03-2023,S1,North,Sports,16,56.08,897.28,0,0,0,0
14-03-2023,S1,North,Sports,16,56.09,897.44,0,0,1,0
15-03-2023,S1,North,Sports,20,54.01,1080.2,0,0,2,0
16-03-2023,S1,North,Sports,18,53.97,971.46,0,0,3,0
17-03-2023,S1,North,Sports,18,55.03,990.54,0,0,4,0
18-03-2023,S1,North,Sports,22,55.15,1213.3,0,0,5,1
19-03-2023,S1,North,Sports,25,54.58,1364.5,0,0,6,1
20-03-2023,S1,North,Sports,18,55.93,1006.74,0,0,0,0
21-03-2023,S1,North,Sports,18,55.64,1001.52,0,0,1,0
22-03-2023,S1,North,Sports,24,55.7,1336.8,0,0,2,0
23-03-2023,S1,North,Sports,18,55.96,1007.28,0,0,3,0
24-03-2023,S1,North,Sports,17,54.26,922.42,0,0,4,0
25-03-2023,S1,North,Sports,24,55.66,1335.84,0,0,5,1
26-03-2023,S1,North,Sports,23,55.6,1278.8,0,0,6,1
27-03-2023,S1,North,Sports,21,54.12,1136.52,0,0,0,0
28-03-2023,S1,North,Sports,23,55.2,1269.6,0,0,1,0
29-03-2023,S1,North,Sports,20,54.28,1085.6,0,0,2,0
30-03-2023,S1,North,Sports,21,53.93,1132.53,0,0,3,0
31-03-2023,S1,North,Sports,23,55.38,1273.74,0,0,4,0
01-04-2023,S1,North,Sports,26,56.06,1457.56,0,0,5,1
02-04-2023,S1,North,Sports,23,56.04,1288.92,0,0,6,1
03-04-2023,S1,North,Sports,24,54.53,1308.72,0,0,0,0
04-04-2023,S1,North,Sports,22,54.16,1191.52,0,0,1,0
05-04-2023,S1,North,Sports,25,55.07,1376.75,0,0,2,0
06-04-2023,S1,North,Sports,24,55.57,1333.68,0,0,3,0
07-04-2023,S1,North,Sports,20,55.9,1118,0,0,4,0
08-04-2023,S1,North,Sports,26,55.29,1437.54,0,0,5,1
09-04-2023,S1,North,Sports,26,56.07,1457.82,0,0,6,1
10-04-2023,S1,North,Sports,18,55.27,994.86,0,0,0,0
11-04-2023,S1,North,Sports,19,55.72,1058.68,0,0,1,0
12-04-2023,S1,North,Sports,27,55.78,1506.06,0,0,2,0
13-04-2023,S1,North,Sports,19,54.98,1044.62,0,0,3,0
14-04-2023,S1,North,Sports,21,53.9,1131.9,0,0,4,0
15-04-2023,S1,North,Sports,25,55.48,1387,0,0,5,1
16-04-2023,S1,North,Sports,26,54.56,1418.56,0,0,6,1
17-04-2023,S1,North,Sports,21,55.13,1157.73,0,0,0,0
18-04-2023,S1,North,Sports,27,54.02,1458.54,0,0,1,0
19-04-2023,S1,North,Sports,20,54.17,1083.4,0,0,2,0
20-04-2023,S1,North,Sports,17,54.55,927.35,0,0,3,0
21-04-2023,S1,North,Sports,23,54.05,1243.15,0,0,4,0
22-04-2023,S1,North,Sports,29,54.17,1570.93,0,0,5,1
23-04-2023,S1,North,Sports,30,54.04,1621.2,0,0,6,1
24-04-2023,S1,North,Sports,28,55.56,1555.68,0,0,0,0
25-04-2023,S1,North,Sports,21,55.62,1168.02,0,0,1,0
26-04-2023,S1,North,Sports,16,53.92,862.72,0,0,2,0
27-04-2023,S1,North,Sports,21,55.94,1174.74,0,0,3,0
28-04-2023,S1,North,Sports,37,47.35,1751.95,1,0,4,0
29-04-2023,S1,North,Sports,27,54.41,1469.07,0,0,5,1
30-04-2023,S1,North,Sports,31,53.91,1671.21,0,0,6,1
01-05-2023,S1,North,Sports,23,53.95,1240.85,0,0,0,0
02-05-2023,S1,North,Sports,19,55.42,1052.98,0,0,1,0
03-05-2023,S1,North,Sports,23,55.14,1268.22,0,0,2,0
04-05-2023,S1,North,Sports,21,55.64,1168.44,0,0,3,0
05-05-2023,S1,North,Sports,23,54.82,1260.86,0,0,4,0
06-05-2023,S1,North,Sports,29,54.1,1568.9,0,0,5,1
07-05-2023,S1,North,Sports,26,54.18,1408.68,0,0,6,1
08-05-2023,S1,North,Sports,26,55.93,1454.18,0,0,0,0
09-05-2023,S1,North,Sports,23,55.72,1281.56,0,0,1,0
10-05-2023,S1,North,Sports,21,55.11,1157.31,0,0,2,0
11-05-2023,S1,North,Sports,22,55.49,1220.78,0,0,3,0
12-05-2023,S1,North,Sports,25,55.73,1393.25,0,0,4,0
13-05-2023,S1,North,Sports,29,55.76,1617.04,0,0,5,1
14-05-2023,S1,North,Sports,31,55.02,1705.62,0,0,6,1
15-05-2023,S1,North,Sports,25,55.91,1397.75,0,0,0,0
16-05-2023,S1,North,Sports,22,55.11,1212.42,0,0,1,0
17-05-2023,S1,North,Sports,23,54.9,1262.7,0,0,2,0
18-05-2023,S1,North,Sports,28,54.11,1515.08,0,0,3,0
19-05-2023,S1,North,Sports,31,46.54,1442.74,1,0,4,0
20-05-2023,S1,North,Sports,26,55.79,1450.54,0,0,5,1
21-05-2023,S1,North,Sports,32,54.88,1756.16,0,0,6,1
22-05-2023,S1,North,Sports,25,54.51,1362.75,0,0,0,0
23-05-2023,S1,North,Sports,28,54.21,1517.88,0,0,1,0
24-05-2023,S1,North,Sports,25,54.14,1353.5,0,0,2,0
25-05-2023,S1,North,Sports,25,54.76,1369,0,0,3,0
26-05-2023,S1,North,Sports,21,54.29,1140.09,0,0,4,0
27-05-2023,S1,North,Sports,33,55.6,1834.8,0,0,5,1
28-05-2023,S1,North,Sports,32,54.6,1747.2,0,0,6,1
29-05-2023,S1,North,Sports,25,55.34,1383.5,0,0,0,0
30-05-2023,S1,North,Sports,25,55.6,1390,0,0,1,0
31-05-2023,S1,North,Sports,25,55.06,1376.5,0,0,2,0
01-06-2023,S1,North,Sports,25,55.81,1395.25,0,0,3,0
02-06-2023,S1,North,Sports,28,54.89,1536.92,0,0,4,0
03-06-2023,S1,North,Sports,34,55.76,1895.84,0,0,5,1
04-06-2023,S1,North,Sports,30,54.36,1630.8,0,0,6,1
05-06-2023,S1,North,Sports,24,55.74,1337.76,0,0,0,0
06-06-2023,S1,North,Sports,26,54.28,1411.28,0,0,1,0
07-06-2023,S1,North,Sports,25,55.17,1379.25,0,0,2,0
08-06-2023,S1,North,Sports,24,55.78,1338.72,0,0,3,0
09-06-2023,S1,North,Sports,26,54.03,1404.78,0,0,4,0
10-06-2023,S1,North,Sports,33,55.55,1833.15,0,0,5,1
11-06-2023,S1,North,Sports,25,54.58,1364.5,0,0,6,1
12-06-2023,S1,North,Sports,32,55.01,1760.32,0,0,0,0
13-06-2023,S1,North,Sports,30,55.1,1653,0,0,1,0
14-06-2023,S1,North,Sports,24,55.83,1339.92,0,0,2,0
15-06-2023,S1,North,Sports,21,55.77,1171.17,0,0,3,0
16-06-2023,S1,North,Sports,27,55.13,1488.51,0,0,4,0
17-06-2023,S1,North,Sports,33,54.69,1804.77,0,0,5,1
18-06-2023,S1,North,Sports,27,55.76,1505.52,0,0,6,1
19-06-2023,S1,North,Sports,31,54.11,1677.41,0,0,0,0
20-06-2023,S1,North,Sports,25,54.77,1369.25,0,0,1,0
21-06-2023,S1,North,Sports,25,54.63,1365.75,0,0,2,0
22-06-2023,S1,North,Sports,24,55.33,1327.92,0,0,3,0
23-06-2023,S1,North,Sports,29,55.02,1595.58,0,0,4,0
24-06-2023,S1,North,Sports,34,55.68,1893.12,0,0,5,1
25-06-2023,S1,North,Sports,27,55.14,1488.78,0,0,6,1
26-06-2023,S1,North,Sports,26,56,1456,0,0,0,0
27-06-2023,S1,North,Sports,27,55.32,1493.64,0,0,1,0
28-06-2023,S1,North,Sports,30,55.95,1678.5,0,0,2,0
29-06-2023,S1,North,Sports,35,46.68,1633.8,1,0,3,0
30-06-2023,S1,North,Sports,29,54.81,1589.49,0,0,4,0
01-07-2023,S1,North,Sports,35,54.32,1901.2,0,0,5,1
02-07-2023,S1,North,Sports,30,55.11,1653.3,0,0,6,1
03-07-2023,S1,North,Sports,32,54.01,1728.32,0,0,0,0
04-07-2023,S1,North,Sports,35,54.36,1902.6,0,1,1,0
05-07-2023,S1,North,Sports,25,55.28,1382,0,0,2,0
06-07-2023,S1,North,Sports,25,55.15,1378.75,0,0,3,0
07-07-2023,S1,North,Sports,29,54.5,1580.5,0,0,4,0
08-07-2023,S1,North,Sports,39,54.44,2123.16,0,0,5,1
09-07-2023,S1,North,Sports,27,54.29,1465.83,0,0,6,1
10-07-2023,S1,North,Sports,27,55.82,1507.14,0,0,0,0
11-07-2023,S1,North,Sports,28,54.8,1534.4,0,0,1,0
12-07-2023,S1,North,Sports,30,54.48,1634.4,0,0,2,0
13-07-2023,S1,North,Sports,28,55.57,1555.96,0,0,3,0
14-07-2023,S1,North,Sports,24,54.55,1309.2,0,0,4,0
15-07-2023,S1,North,Sports,26,54.14,1407.64,0,0,5,1
16-07-2023,S1,North,Sports,44,46.32,2038.08,1,0,6,1
17-07-2023,S1,North,Sports,25,55.66,1391.5,0,0,0,0
18-07-2023,S1,North,Sports,23,55.64,1279.72,0,0,1,0
19-07-2023,S1,North,Sports,23,54.9,1262.7,0,0,2,0
20-07-2023,S1,North,Sports,29,55.21,1601.09,0,0,3,0
21-07-2023,S1,North,Sports,25,56.08,1402,0,0,4,0
22-07-2023,S1,North,Sports,32,55.37,1771.84,0,0,5,1
23-07-2023,S1,North,Sports,39,54.5,2125.5,0,0,6,1
24-07-2023,S1,North,Sports,23,54.5,1253.5,0,0,0,0
25-07-2023,S1,North,Sports,29,55.24,1601.96,0,0,1,0
26-07-2023,S1,North,Sports,23,54.13,1244.99,0,0,2,0
27-07-2023,S1,North,Sports,41,47.07,1929.87,1,0,3,0
28-07-2023,S1,North,Sports,25,54.29,1357.25,0,0,4,0
29-07-2023,S1,North,Sports,38,53.96,2050.48,0,0,5,1
30-07-2023,S1,North,Sports,28,53.93,1510.04,0,0,6,1
31-07-2023,S1,North,Sports,24,54.85,1316.4,0,0,0,0
01-08-2023,S1,North,Sports,23,54.97,1264.31,0,0,1,0
02-08-2023,S1,North,Sports,26,55.21,1435.46,0,0,2,0
03-08-2023,S1,North,Sports,22,54.55,1200.1,0,0,3,0
04-08-2023,S1,North,Sports,21,54.73,1149.33,0,0,4,0
05-08-2023,S1,North,Sports,28,55.28,1547.84,0,0,5,1
06-08-2023,S1,North,Sports,24,54.66,1311.84,0,0,6,1
07-08-2023,S1,North,Sports,25,55.25,1381.25,0,0,0,0
08-08-2023,S1,North,Sports,25,55.12,1378,0,0,1,0
09-08-2023,S1,North,Sports,36,46.5,1674,1,0,2,0
10-08-2023,S1,North,Sports,24,55.23,1325.52,0,0,3,0
11-08-2023,S1,North,Sports,24,54.97,1319.28,0,0,4,0
12-08-2023,S1,North,Sports,40,46.84,1873.6,1,0,5,1
13-08-2023,S1,North,Sports,28,54.81,1534.68,0,0,6,1
14-08-2023,S1,North,Sports,24,55.45,1330.8,0,0,0,0
15-08-2023,S1,North,Sports,33,46.77,1543.41,1,0,1,0
16-08-2023,S1,North,Sports,29,54.41,1577.89,0,0,2,0
17-08-2023,S1,North,Sports,20,55.97,1119.4,0,0,3,0
18-08-2023,S1,North,Sports,19,54.89,1042.91,0,0,4,0
19-08-2023,S1,North,Sports,31,55.67,1725.77,0,0,5,1
20-08-2023,S1,North,Sports,26,55.39,1440.14,0,0,6,1
21-08-2023,S1,North,Sports,21,54.59,1146.39,0,0,0,0
22-08-2023,S1,North,Sports,22,55.58,1222.76,0,0,1,0
23-08-2023,S1,North,Sports,24,54.05,1297.2,0,0,2,0
24-08-2023,S1,North,Sports,18,54.41,979.38,0,0,3,0
25-08-2023,S1,North,Sports,26,55.26,1436.76,0,0,4,0
26-08-2023,S1,North,Sports,28,56.06,1569.68,0,0,5,1
27-08-2023,S1,North,Sports,27,55.3,1493.1,0,0,6,1
28-08-2023,S1,North,Sports,21,55.4,1163.4,0,0,0,0
29-08-2023,S1,North,Sports,15,54.12,811.8,0,0,1,0
30-08-2023,S1,North,Sports,21,54.06,1135.26,0,0,2,0
31-08-2023,S1,North,Sports,22,54.33,1195.26,0,0,3,0
01-09-2023,S1,North,Sports,26,54.97,1429.22,0,0,4,0
02-09-2023,S1,North,Sports,26,54.64,1420.64,0,0,5,1
